,X,biomarker_ID,main_Xref,assessed_biomarker_entity,biomarker_status,best_biomarker_type,specimen_type,loinc_code,condition_name,assessed_entity_type,evidence_source,notes,system,DOID,Names,rsID
7494,7377,,dbSNP:rs12362504,rs12362504 mutation in Myotubularin-related protein 13 (SBF2) ,presence of,risk_biomarker,blood (UN:0000178),95286-1,pancreatic cancer (DOID:1793),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=SBF2,UPKB:A0A6Q8PH13|GRCh38 ,Bld/Tiss,1793,Myotubularin-related protein 13,rs12362504
7495,7378,,dbSNP:rs12620038,rs12620038 mutation in  (EPCAM-DT) ,presence of,risk_biomarker,,,pancreatic cancer (DOID:1793),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=EPCAM-DT,GRCh38,,1793,,rs12620038
7496,7379,,dbSNP:rs12786130,rs12786130 mutation in  (LGR4-AS1 - LIN7C) ,presence of,risk_biomarker,,,pancreatic cancer (DOID:1793),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=LGR4-AS1 - LIN7C,GRCh38,,1793,,rs12786130
7497,7380,,dbSNP:rs1352757,rs1352757 mutation in  (NA - KCTD12) ,presence of,risk_biomarker,,,pancreatic cancer (DOID:1793),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=NA - KCTD12,GRCh38,,1793,,rs1352757
7498,7381,,dbSNP:rs1391315,rs1391315 mutation in Stromal membrane-associated protein 2 (SMAP2) ,presence of,risk_biomarker,,,pancreatic cancer (DOID:1793),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=SMAP2,UPKB:A0A087WV97|GRCh38 ,,1793,Stromal membrane-associated protein 2,rs1391315
7499,7382,,dbSNP:rs1408536,rs1408536 mutation in  (NA - LINC02667) ,presence of,risk_biomarker,,,pancreatic cancer (DOID:1793),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=NA - LINC02667,GRCh38,,1793,,rs1408536
7500,7383,,dbSNP:rs1408537,rs1408537 mutation in  (NA - LINC02667) ,presence of,risk_biomarker,,,pancreatic cancer (DOID:1793),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=NA - LINC02667,GRCh38,,1793,,rs1408537
7501,7384,,dbSNP:rs1414153,rs1414153 mutation in  (DELEC1) ,presence of,risk_biomarker,,,pancreatic cancer (DOID:1793),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=DELEC1,UPKB:Q9P2X7|GRCh38 ,,1793,,rs1414153
7502,7385,,dbSNP:rs1567532,rs1567532 mutation in Catenin alpha-2 (Alpha N-catenin) (CTNNA2) ,presence of,risk_biomarker,,,pancreatic cancer (DOID:1793),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=CTNNA2,UPKB:A0A0A0MRI5|GRCh38 ,,1793,Catenin alpha-2 (Alpha N-catenin),rs1567532
7503,7386,,dbSNP:rs16861827,rs16861827 mutation in Immunoglobulin superfamily member 21 (IgSF21) (IGSF21) ,presence of,risk_biomarker,,,pancreatic cancer (DOID:1793),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=IGSF21,UPKB:Q96ID5|GRCh38 ,,1793,Immunoglobulin superfamily member 21 (IgSF21),rs16861827
7504,7387,,dbSNP:rs17077369,rs17077369 mutation in  (NA - SLITRK1) ,presence of,risk_biomarker,,,pancreatic cancer (DOID:1793),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=NA - SLITRK1,GRCh38,,1793,,rs17077369
7505,7388,,dbSNP:rs17124276,rs17124276 mutation in Potassium channel subfamily K member 10 (KCNK10) ,presence of,risk_biomarker,,,pancreatic cancer (DOID:1793),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=KCNK10,UPKB:G3V5Y5|GRCh38 ,,1793,Potassium channel subfamily K member 10,rs17124276
7506,7389,,dbSNP:rs17275283,rs17275283 mutation in  (NA - MED28P5) ,presence of,risk_biomarker,,,pancreatic cancer (DOID:1793),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=NA - MED28P5,GRCh38,,1793,,rs17275283
7507,7390,,dbSNP:rs1924687,rs1924687 mutation in  (NA - LINC02667) ,presence of,risk_biomarker,,,pancreatic cancer (DOID:1793),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=NA - LINC02667,GRCh38,,1793,,rs1924687
7508,7391,,dbSNP:rs1944782,rs1944782 mutation in  (NA - MED28P5) ,presence of,risk_biomarker,,,pancreatic cancer (DOID:1793),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=NA - MED28P5,GRCh38,,1793,,rs1944782
7509,7392,,dbSNP:rs1944788,rs1944788 mutation in  (NA - MED28P5) ,presence of,risk_biomarker,,,pancreatic cancer (DOID:1793),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=NA - MED28P5,GRCh38,,1793,,rs1944788
7510,7393,,dbSNP:rs2152155,rs2152155 mutation in  (NA - LINC02667) ,presence of,risk_biomarker,,,pancreatic cancer (DOID:1793),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=NA - LINC02667,GRCh38,,1793,,rs2152155
7511,7394,,dbSNP:rs2900174,rs2900174 mutation in Basic salivary proline-rich protein 2 (Salivary proline-rich protein) (Con1 glycoprotein) [Cleaved into: Basic proline-rich peptide IB-1; Basic proline-rich peptide P-E (IB-9); Basic proline-rich peptide IB-7; Basic proline-rich peptide IB-8c (Basic peptide P-F); Basic proline-rich peptide IB-4] (PRB2) ,presence of,risk_biomarker,,,pancreatic cancer (DOID:1793),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=PRB2,UPKB:P02812|GRCh38 ,,1793,Basic salivary proline-rich protein 2 (Salivary proline-rich protein) (Con1 glycoprotein) [Cleaved into: Basic proline-rich peptide IB-1; Basic proline-rich peptide P-E (IB-9); Basic proline-rich peptide IB-7; Basic proline-rich peptide IB-8c (Basic peptide P-F); Basic proline-rich peptide IB-4],rs2900174
7512,7395,,dbSNP:rs2900174,rs2900174 mutation in Basic salivary proline-rich protein 1 (Salivary proline-rich protein) [Cleaved into: Proline-rich peptide II-2; Basic peptide IB-6; Peptide P-H] ( PRB1) ,presence of,risk_biomarker,,,pancreatic cancer (DOID:1793),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query= PRB1,UPKB:P04280|GRCh38 ,,1793,Basic salivary proline-rich protein 1 (Salivary proline-rich protein) [Cleaved into: Proline-rich peptide II-2; Basic peptide IB-6; Peptide P-H],rs2900174
7513,7396,,dbSNP:rs2900174,rs2900174 mutation in Basic salivary proline-rich protein 1 (Salivary proline-rich protein) [Cleaved into: Proline-rich peptide II-2; Basic peptide IB-6; Peptide P-H] ( PRB1) ,presence of,risk_biomarker,,,pancreatic cancer (DOID:1793),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query= PRB1,UPKB:P04280|GRCh38 ,,1793,Basic salivary proline-rich protein 1 (Salivary proline-rich protein) [Cleaved into: Proline-rich peptide II-2; Basic peptide IB-6; Peptide P-H],rs2900174
7514,7397,,dbSNP:rs2989505,rs2989505 mutation in  (DELEC1) ,presence of,risk_biomarker,,,pancreatic cancer (DOID:1793),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=DELEC1,UPKB:Q9P2X7|GRCh38 ,,1793,,rs2989505
7515,7398,,dbSNP:rs361052,rs361052 mutation in IQ motif and SEC7 domain-containing protein 1 (IQSEC1) ,presence of,risk_biomarker,,,pancreatic cancer (DOID:1793),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=IQSEC1,UPKB:A0A2R8Y695|GRCh38 ,,1793,IQ motif and SEC7 domain-containing protein 1,rs361052
7516,7399,,dbSNP:rs3795244,rs3795244 mutation in BUB3-interacting and GLEBS motif-containing protein ZNF207 (ZNF207) ,presence of,risk_biomarker,,,pancreatic cancer (DOID:1793),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=ZNF207,UPKB:X6R4W8|GRCh38 ,,1793,BUB3-interacting and GLEBS motif-containing protein ZNF207,rs3795244
7517,7400,,dbSNP:rs4150579,rs4150579 mutation in General transcription factor IIH subunit 1 (GTF2H1) ,presence of,risk_biomarker,,,pancreatic cancer (DOID:1793),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=GTF2H1,UPKB:E9PI26|GRCh38 ,,1793,General transcription factor IIH subunit 1,rs4150579
7518,7401,,dbSNP:rs4285214,rs4285214 mutation in Zinc finger protein 608 (ZNF608) ,presence of,risk_biomarker,,,pancreatic cancer (DOID:1793),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=ZNF608,UPKB:A0A0C4DGB8|GRCh38 ,,1793,Zinc finger protein 608,rs4285214
7519,7402,,dbSNP:rs4382459,rs4382459 mutation in PREX2 (PREX2) ,presence of,risk_biomarker,,,pancreatic cancer (DOID:1793),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=PREX2,UPKB:A0A2X0SZ31|GRCh38 ,,1793,PREX2,rs4382459
7520,7403,,dbSNP:rs4757645,rs4757645 mutation in  (GTF2H1 - MIR3159) ,presence of,risk_biomarker,,,pancreatic cancer (DOID:1793),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=GTF2H1 - MIR3159,GRCh38,,1793,,rs4757645
7521,7404,,dbSNP:rs6662005,rs6662005 mutation in ERO1-like protein beta (ERO1B) ,presence of,risk_biomarker,,,pancreatic cancer (DOID:1793),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=ERO1B,UPKB:A0A8I5KWQ1|GRCh38 ,,1793,ERO1-like protein beta,rs6662005
7522,7405,,dbSNP:rs7076689,rs7076689 mutation in  (NA - LINC02667) ,presence of,risk_biomarker,,,pancreatic cancer (DOID:1793),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=NA - LINC02667,GRCh38,,1793,,rs7076689
7523,7406,,dbSNP:rs7202041,rs7202041 mutation in RNA binding protein fox-1 homolog 1 (RBFOX1) ,presence of,risk_biomarker,,,pancreatic cancer (DOID:1793),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=RBFOX1,UPKB:A0A087X2B1|GRCh38 ,,1793,RNA binding protein fox-1 homolog 1,rs7202041
7524,7407,,dbSNP:rs72981884,rs72981884 mutation in Perilipin-3 (PLIN3) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=PLIN3,UPKB:K7EJD0|GRCh38 ,,1324,Perilipin-3,rs72981884
7525,7408,,dbSNP:rs10113175,rs10113175 mutation in  (PCAT1) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=PCAT1,GRCh38,,1324,,rs10113175
7526,7409,,dbSNP:rs7299138,rs7299138 mutation in Transmembrane protein 132C (TMEM132C) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=TMEM132C,UPKB:Q8N3T6|GRCh38 ,,1324,Transmembrane protein 132C,rs7299138
7527,7410,,dbSNP:rs17007554,rs17007554 mutation in  (PCARE - CLIP4) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=PCARE - CLIP4,GRCh38,,1324,,rs17007554
7528,7411,,dbSNP:rs7979031,rs7979031 mutation in  (RNU5E-5P - RNA5SP367) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=RNU5E-5P - RNA5SP367,GRCh38,,1324,,rs7979031
7529,7412,,dbSNP:rs2187172,rs2187172 mutation in Teneurin transmembrane protein 4 (TENM4) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=TENM4,UPKB:A0A0S2PZP6|GRCh38 ,,1324,Teneurin transmembrane protein 4,rs2187172
7530,7413,,dbSNP:rs10755723,rs10755723 mutation in  (UBR2) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=UBR2,UPKB:Q8IWV8|GRCh38 ,,1324,,rs10755723
7531,7414,,dbSNP:rs11514963,rs11514963 mutation in Muskelin (MKLN1) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=MKLN1,UPKB:Q9UL63|GRCh38 ,,1324,Muskelin,rs11514963
7532,7415,,dbSNP:rs12336169,rs12336169 mutation in  (RN7SL151P - MTAP) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=RN7SL151P - MTAP,GRCh38,,1324,,rs12336169
7533,7416,,dbSNP:rs7962738,rs7962738 mutation in Complement C1s subcomponent (EC 3.4.21.42) (C1 esterase) (Complement component 1 subcomponent s) [Cleaved into: Complement C1s subcomponent heavy chain; Complement C1s subcomponent light chain] (C1S) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=C1S,UPKB:P09871|GRCh38 ,,1324,Complement C1s subcomponent (EC 3.4.21.42) (C1 esterase) (Complement component 1 subcomponent s) [Cleaved into: Complement C1s subcomponent heavy chain; Complement C1s subcomponent light chain],rs7962738
7534,7417,,dbSNP:rs12165127,rs12165127 mutation in Sialic acid-binding Ig-like lectin 11 (SIGLEC11) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=SIGLEC11,UPKB:H7C2S0|GRCh38 ,,1324,Sialic acid-binding Ig-like lectin 11,rs12165127
7535,7418,,dbSNP:rs60280813,rs60280813 mutation in Cartilage acidic protein 1 (CRTAC1) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=CRTAC1,UPKB:A0A0C4DFP6|GRCh38 ,,1324,Cartilage acidic protein 1,rs60280813
7536,7419,,dbSNP:rs75077515,rs75077515 mutation in Short stature homeobox protein 2 (SHOX2) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=SHOX2,UPKB:A0A087WVB7|GRCh38 ,,1324,Short stature homeobox protein 2,rs75077515
7537,7420,,dbSNP:rs75077515,rs75077515 mutation in Serine/Arginine-related protein 53 ( RSRC1) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query= RSRC1,UPKB:A0A804HIP2|GRCh38 ,,1324,Serine/Arginine-related protein 53,rs75077515
7538,7421,,dbSNP:rs366403,rs366403 mutation in  (CCDC50 - PYDC2) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=CCDC50 - PYDC2,GRCh38,,1324,,rs366403
7539,7422,,dbSNP:rs34763909,rs34763909 mutation in  (LINC01717 - NA) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=LINC01717 - NA,GRCh38,,1324,,rs34763909
7540,7423,,dbSNP:rs79793963,rs79793963 mutation in  (LINC01951) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=LINC01951,GRCh38,,1324,,rs79793963
7541,7424,,dbSNP:rs11769862,rs11769862 mutation in  (OGDH - ZMIZ2) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=OGDH - ZMIZ2,GRCh38,,1324,,rs11769862
7542,7425,,dbSNP:rs117413473,rs117413473 mutation in Regulating synaptic membrane exocytosis protein 1 (RIMS1) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=RIMS1,UPKB:A0A0C4DFV1|GRCh38 ,,1324,Regulating synaptic membrane exocytosis protein 1,rs117413473
7543,7426,,dbSNP:rs29999,rs29999 mutation in  (RPL26P19 - C5orf67) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=RPL26P19 - C5orf67,GRCh38,,1324,,rs29999
7544,7427,,dbSNP:rs7705526,rs7705526 mutation in Telomerase reverse transcriptase (EC 2.7.7.49) (Telomerase catalytic subunit) (TERT) ,presence of,risk_biomarker,tissue (UN:0000479),95778-7,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=TERT,UPKB:F6MZ67|GRCh38 ,Tiss,1324,Telomerase reverse transcriptase (EC 2.7.7.49) (Telomerase catalytic subunit),rs7705526
7545,7428,,dbSNP:rs17382996,rs17382996 mutation in Far upstream element-binding protein 1 (FBP) (FUSE-binding protein 1) (DNA helicase V) (hDH V) (FUBP1) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=FUBP1,UPKB:Q96AE4|GRCh38 ,,1324,Far upstream element-binding protein 1 (FBP) (FUSE-binding protein 1) (DNA helicase V) (hDH V),rs17382996
7546,7429,,dbSNP:rs117049781,rs117049781 mutation in  (TMEM243 - TP53TG1) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=TMEM243 - TP53TG1,GRCh38,,1324,,rs117049781
7547,7430,,dbSNP:rs2787486,rs2787486 mutation in Syntaxin-binding protein 4 (Syntaxin 4-interacting protein) (STX4-interacting protein) (Synip) (STXBP4) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=STXBP4,UPKB:Q6ZWJ1|GRCh38 ,,1612,Syntaxin-binding protein 4 (Syntaxin 4-interacting protein) (STX4-interacting protein) (Synip),rs2787486
7548,7431,,dbSNP:rs4808801,rs4808801 mutation in RNA polymerase II elongation factor ELL (ELL) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=ELL,UPKB:U3KQ90|GRCh38 ,,1612,RNA polymerase II elongation factor ELL,rs4808801
7549,7432,,dbSNP:rs2747652,rs2747652 mutation in Estrogen receptor (ER) (ER-alpha) (Estradiol receptor) (Nuclear receptor subfamily 3 group A member 1) (ESR1) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=ESR1,UPKB:G4XH65|GRCh38 ,,1612,Estrogen receptor (ER) (ER-alpha) (Estradiol receptor) (Nuclear receptor subfamily 3 group A member 1),rs2747652
7550,7433,,dbSNP:rs6472903,rs6472903 mutation in  (CASC9) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=CASC9,GRCh38,,1612,,rs6472903
7551,7434,,dbSNP:rs616488,rs616488 mutation in Peroxisomal membrane protein PEX14 (PTS1 receptor-docking protein) (Peroxin-14) (Peroxisomal membrane anchor protein PEX14) (PEX14) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=PEX14,UPKB:O75381|GRCh38 ,,1612,Peroxisomal membrane protein PEX14 (PTS1 receptor-docking protein) (Peroxin-14) (Peroxisomal membrane anchor protein PEX14),rs616488
7552,7435,,dbSNP:rs10474352,rs10474352 mutation in  (ARRDC3-AS1) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=ARRDC3-AS1,GRCh38,,1612,,rs10474352
7553,7436,,dbSNP:rs2823093,rs2823093 mutation in  (NRIP1 - CYCSP42) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=NRIP1 - CYCSP42,GRCh38,,1612,,rs2823093
7554,7437,,dbSNP:rs2290203,rs2290203 mutation in Protein regulator of cytokinesis 1 (PRC1) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=PRC1,UPKB:O43663|GRCh38 ,,1612,Protein regulator of cytokinesis 1,rs2290203
7555,7438,,dbSNP:rs2290203,rs2290203 mutation in  ( PRC1-AS1) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query= PRC1-AS1,GRCh38,,1612,,rs2290203
7556,7439,,dbSNP:rs1550623,rs1550623 mutation in  (RPS2P18 - CDCA7) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=RPS2P18 - CDCA7,GRCh38,,1612,,rs1550623
7557,7440,,dbSNP:rs2016394,rs2016394 mutation in  (DLX2-DT) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=DLX2-DT,GRCh38,,1612,,rs2016394
7558,7441,,dbSNP:rs6562760,rs6562760 mutation in  (RNY1P8 - MARK2P12) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=RNY1P8 - MARK2P12,GRCh38,,1612,,rs6562760
7559,7442,,dbSNP:rs1436904,rs1436904 mutation in  (AQP4-AS1) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=AQP4-AS1,GRCh38,,1612,,rs1436904
7560,7443,,dbSNP:rs1436904,rs1436904 mutation in Carbohydrate sulfotransferase (EC 2.8.2.-) ( CHST9) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query= CHST9,UPKB:A0A0S2Z5P0|GRCh38 ,,1612,Carbohydrate sulfotransferase (EC 2.8.2.-),rs1436904
7561,7444,,dbSNP:rs17817449,rs17817449 mutation in Alpha-ketoglutarate-dependent dioxygenase FTO (EC 1.14.11.53) (Fat mass and obesity-associated protein) (U6 small nuclear RNA (2'-O-methyladenosine-N(6)-)-demethylase FTO) (U6 small nuclear RNA N(6)-methyladenosine-demethylase FTO) (mRNA (2'-O-methyladenosine-N(6)-)-demethylase FTO) (mRNA N(6)-methyladenosine demethylase FTO) (tRNA N1-methyl adenine demethylase FTO) (FTO) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=FTO,UPKB:A0A1B0GTC3|GRCh38 ,,1612,Alpha-ketoglutarate-dependent dioxygenase FTO (EC 1.14.11.53) (Fat mass and obesity-associated protein) (U6 small nuclear RNA (2'-O-methyladenosine-N(6)-)-demethylase FTO) (U6 small nuclear RNA N(6)-methyladenosine-demethylase FTO) (mRNA (2'-O-methyladenosine-N(6)-)-demethylase FTO) (mRNA N(6)-methyladenosine demethylase FTO) (tRNA N1-methyl adenine demethylase FTO),rs17817449
7562,7445,,dbSNP:rs1353747,rs1353747 mutation in Phosphodiesterase (EC 3.1.4.-) (PDE4D) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=PDE4D,UPKB:A0A1B0GW84|GRCh38 ,,1612,Phosphodiesterase (EC 3.1.4.-),rs1353747
7563,7446,,dbSNP:rs7707921,rs7707921 mutation in Ubiquitin-like-conjugating enzyme ATG10 (ATG10) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=ATG10,UPKB:D6RBD1|GRCh38 ,,1612,Ubiquitin-like-conjugating enzyme ATG10,rs7707921
7564,7447,,dbSNP:rs11199914,rs11199914 mutation in  (LINC01153 - RN7SKP167) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=LINC01153 - RN7SKP167,GRCh38,,1612,,rs11199914
7565,7448,,dbSNP:rs11820646,rs11820646 mutation in  (RPS27P20 - LINC01395) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=RPS27P20 - LINC01395,GRCh38,,1612,,rs11820646
7566,7449,,dbSNP:rs11627032,rs11627032 mutation in Ras and Rab interactor 3 (Ras interaction/interference protein 3) (RIN3) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=RIN3,UPKB:Q8TB24|GRCh38 ,,1612,Ras and Rab interactor 3 (Ras interaction/interference protein 3),rs11627032
7567,7450,,dbSNP:rs4593472,rs4593472 mutation in Transcriptional regulator PINT87aa (LINC-PINT) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=LINC-PINT,UPKB:A0A455ZAR2|GRCh38 ,,1612,Transcriptional regulator PINT87aa,rs4593472
7568,7451,,dbSNP:rs3903072,rs3903072 mutation in  (OVOL1 - CFL1) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=OVOL1 - CFL1,GRCh38,,1612,,rs3903072
7569,7452,,dbSNP:rs12405132,rs12405132 mutation in  (RNF115) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=RNF115,UPKB:Q9Y4L5|GRCh38 ,,1612,,rs12405132
7570,7453,,dbSNP:rs527616,rs527616 mutation in  (AQP4-AS1) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=AQP4-AS1,GRCh38,,1612,,rs527616
7571,7454,,dbSNP:rs146699004,"rs146699004 mutation in Transcription elongation factor, mitochondrial (TEFM) ",presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=TEFM,UPKB:J3KTG7|GRCh38 ,,1612,"Transcription elongation factor, mitochondrial",rs146699004
7572,7455,,dbSNP:rs9257408,rs9257408 mutation in  (LINC01556 - KRT18P1) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=LINC01556 - KRT18P1,GRCh38,,1612,,rs9257408
7573,7456,,dbSNP:rs2012709,rs2012709 mutation in Activated RNA polymerase II transcriptional coactivator p15 (SUB1) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=SUB1,UPKB:D6R970|GRCh38 ,,1612,Activated RNA polymerase II transcriptional coactivator p15,rs2012709
7574,7457,,dbSNP:rs3757322,rs3757322 mutation in  (CCDC170) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=CCDC170,UPKB:Q8IYT3|GRCh38 ,,1612,,rs3757322
7575,7458,,dbSNP:rs11249433,rs11249433 mutation in  (EMBP1) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=EMBP1,GRCh38,,1612,,rs11249433
